Date,PL Account,Amount,Description,Counterparty
2023-06-24,R&D expenses,-2601.1,Transaction 3132,Counterparty 3132
2023-03-18,Stripe Other fees,-2809.3,Transaction 3133,Counterparty 3133
2024-06-07,Direct labour:Bonuses,3581.0,Transaction 3134,Counterparty 3134
2023-09-02,Dividends payable,2797.66,Transaction 3135,Counterparty 3135
2023-06-16,Bookkeeping subscription,3489.6,Transaction 3136,Counterparty 3136
2024-04-18,Travelling expenses,3742.03,Transaction 3137,Counterparty 3137
2024-05-30,Less:Discount,-2003.49,Transaction 3138,Counterparty 3138
2024-01-19,Staff expenses:Education,-314.3,Transaction 3139,Counterparty 3139
2024-01-28,Proceeds from debt,-331.76,Transaction 3140,Counterparty 3140
2023-05-06,Stripe expenses,358.88,Transaction 3141,Counterparty 3141
2023-07-10,Comissions and fees from sales:Stripe fee,-4895.7,Transaction 3142,Counterparty 3142
2024-04-28,Essential subscription,3104.6,Transaction 3143,Counterparty 3143
2023-07-21,WISE EUR,-2445.62,Transaction 3144,Counterparty 3144
2023-08-30,Goodwill,3046.56,Transaction 3145,Counterparty 3145
2023-01-23,Other Expenses,-3744.45,Transaction 3146,Counterparty 3146
2024-06-08,Marketing and sales:Other marketing expenses,2731.47,Transaction 3147,Counterparty 3147
2024-02-08,Intangible assets,-2737.87,Transaction 3148,Counterparty 3148
2023-07-16,Uncategorised Asset,289.1,Transaction 3149,Counterparty 3149
2023-05-19,Staff expenses:Recruitment expenses,-125.5,Transaction 3150,Counterparty 3150
2024-01-27,Undeposited Funds,326.15,Transaction 3151,Counterparty 3151
2024-01-28,Comissions and fees from sales:Stripe fee,2833.7,Transaction 3152,Counterparty 3152
2023-07-21,Marketing and sales:Sales team salary,2193.31,Transaction 3153,Counterparty 3153
2023-04-01,Project's direct cost:Subcontractors,-3224.35,Transaction 3154,Counterparty 3154
2023-08-18,Other income,7.1,Transaction 3155,Counterparty 3155
2024-01-04,Office expenses:Office equipment,-3874.82,Transaction 3156,Counterparty 3156
2024-01-08,Share capital,-741.24,Transaction 3157,Counterparty 3157
2024-02-06,Direct labour,4936.5,Transaction 3158,Counterparty 3158
2023-12-04,Retained Earnings,-1467.26,Transaction 3159,Counterparty 3159
2023-09-21,G&A expenses:Salary G&A Tax Expenses,-3727.02,Transaction 3160,Counterparty 3160
2023-04-27,Principal repayment of lease obligations,-3780.79,Transaction 3161,Counterparty 3161
2023-05-14,Direct labour:Labour tax,2872.29,Transaction 3162,Counterparty 3162
2023-06-04,Other Expenses:PE Tax,-2646.93,Transaction 3163,Counterparty 3163
2023-08-26,Short-Term Investments,4792.96,Transaction 3164,Counterparty 3164
2023-08-03,Professional services:Professional services,-1152.45,Transaction 3165,Counterparty 3165
2023-12-14,Bookkeeping (reporting),-4716.61,Transaction 3166,Counterparty 3166
2023-04-09,R&D expenses,-972.66,Transaction 3167,Counterparty 3167
2023-12-20,Stripe Other fees,1942.78,Transaction 3168,Counterparty 3168
2023-11-16,Cost of sales,1803.93,Transaction 3169,Counterparty 3169
2024-03-31,Exchange Gain,269.59,Transaction 3170,Counterparty 3170
2023-07-01,Long-Term Investments,-4902.12,Transaction 3171,Counterparty 3171
2023-09-12,Sales,-3992.4,Transaction 3172,Counterparty 3172
2023-11-01,Uncategorised Income,675.15,Transaction 3173,Counterparty 3173
2024-05-24,Sales,625.43,Transaction 3174,Counterparty 3174
2023-09-13,Less:Refferal discount,618.58,Transaction 3175,Counterparty 3175
2023-12-19,Office expenses:Facilities,-4003.89,Transaction 3176,Counterparty 3176
2023-07-22,"Property, plant and equipment",1830.87,Transaction 3177,Counterparty 3177
2023-12-10,Professional services:Legal consultancy,2915.73,Transaction 3178,Counterparty 3178
2024-03-23,Retained Earnings,-918.93,Transaction 3179,Counterparty 3179
2024-01-24,Marketing and sales:PR,-254.36,Transaction 3180,Counterparty 3180
2024-05-19,Uncategorised Asset,19.98,Transaction 3181,Counterparty 3181
2023-05-03,Project's direct cost:Subcontractors,1456.42,Transaction 3182,Counterparty 3182
2023-10-06,R&D expenses:R&D team salary,-4386.69,Transaction 3183,Counterparty 3183
2023-02-18,Available for sale assets (short-term),-3375.8,Transaction 3184,Counterparty 3184
2023-04-03,Marketing and sales:Design,-1749.56,Transaction 3185,Counterparty 3185
2023-02-25,Long-Term Investments,986.58,Transaction 3186,Counterparty 3186
2023-08-22,Uncategorised Expense,-4943.16,Transaction 3187,Counterparty 3187
2023-05-02,Office expenses:Other office expenses,2751.5,Transaction 3188,Counterparty 3188
2024-04-06,Cost of sales,4834.58,Transaction 3189,Counterparty 3189
2023-02-20,Bookkeeping subscription,-4820.79,Transaction 3190,Counterparty 3190
2023-12-05,Mercury CHE *6028,-2422.88,Transaction 3191,Counterparty 3191
2023-11-25,Other Expenses:PE Tax,-4465.34,Transaction 3192,Counterparty 3192
2023-09-30,Marketing and sales:Design,753.51,Transaction 3193,Counterparty 3193
2023-05-28,Amortisation / Depreciation,-839.25,Transaction 3194,Counterparty 3194
2023-10-11,Mercury Checking *8932,-1022.47,Transaction 3195,Counterparty 3195
2023-05-14,"Property, plant and equipment",-4625.18,Transaction 3196,Counterparty 3196
2024-04-30,Mercury Savings *6214,-2564.06,Transaction 3197,Counterparty 3197
2023-02-10,Accrued non-current liabilities,1665.01,Transaction 3198,Counterparty 3198
2023-09-04,Mercury Checking *8932,-2818.06,Transaction 3199,Counterparty 3199
2023-02-17,Stripe Other fees,283.32,Transaction 3200,Counterparty 3200
2024-01-17,Custom subscription,-3087.7,Transaction 3201,Counterparty 3201
2024-04-16,Professional services:Contractors,-3658.53,Transaction 3202,Counterparty 3202
2023-10-01,Intangible Assets Accumulated Amortization,-2224.6,Transaction 3203,Counterparty 3203
2023-06-30,Professional services,-1888.68,Transaction 3204,Counterparty 3204
2023-09-30,Stripe,-839.53,Transaction 3205,Counterparty 3205
2024-02-20,Long-term debt,2176.87,Transaction 3206,Counterparty 3206
2023-11-09,Professional services,-496.96,Transaction 3207,Counterparty 3207
2023-01-07,Undeposited Funds,-4728.18,Transaction 3208,Counterparty 3208
2023-11-14,Prepaid Income,-1923.85,Transaction 3209,Counterparty 3209
2023-07-27,Other Expenses:Other general and administrative expenses,-610.24,Transaction 3210,Counterparty 3210
2024-03-14,Marketing and sales:Other sales expenses,2557.24,Transaction 3211,Counterparty 3211
2024-01-01,Billable Expense Income,3648.44,Transaction 3212,Counterparty 3212
2023-09-05,Current portion of long-term debt,4889.08,Transaction 3213,Counterparty 3213
2023-09-12,G&A expenses:Salary G&A,-3286.76,Transaction 3214,Counterparty 3214
2024-02-11,Purchase & Sales of intangible assets,-3791.15,Transaction 3215,Counterparty 3215
2023-07-01,WISE USD,-3923.39,Transaction 3216,Counterparty 3216
2023-08-12,Inventory,-1610.99,Transaction 3217,Counterparty 3217
2024-05-13,Accounts Receivable (A/R),409.63,Transaction 3218,Counterparty 3218
2023-11-29,Office expenses:Rent,-3103.02,Transaction 3219,Counterparty 3219
2023-04-08,Staff expenses:Recruitment software,-3821.41,Transaction 3220,Counterparty 3220
2024-02-07,Payroll liabilities,4965.8,Transaction 3221,Counterparty 3221
2023-03-31,Payroll Clearing,-3450.83,Transaction 3222,Counterparty 3222
2024-02-13,Work in process,-2790.0,Transaction 3223,Counterparty 3223
2023-08-14,Marketing and sales:Refferal program,1430.19,Transaction 3224,Counterparty 3224
2023-02-15,Financial Modeling,3094.34,Transaction 3225,Counterparty 3225
2023-03-17,Staff expenses:Recruitment software,-4328.23,Transaction 3226,Counterparty 3226
2023-06-08,Uncategorised Expense,1207.68,Transaction 3227,Counterparty 3227
2023-08-26,Comissions and fees from sales:Stripe fee,4815.09,Transaction 3228,Counterparty 3228
2023-04-29,Less,-1019.61,Transaction 3229,Counterparty 3229
2023-09-16,Office expenses:Office equipment,53.79,Transaction 3230,Counterparty 3230
2023-09-05,Accounts Payable (A/P),4437.9,Transaction 3231,Counterparty 3231
2023-01-16,Marketing and sales,3167.47,Transaction 3232,Counterparty 3232
2023-07-19,Marketing and sales:PR,3412.56,Transaction 3233,Counterparty 3233
2024-03-26,Interest Expenses,580.06,Transaction 3234,Counterparty 3234
2023-06-08,Staff expenses:Recruitment software,-4160.11,Transaction 3235,Counterparty 3235
2023-02-12,Marketing and sales:Website improvements,1475.51,Transaction 3236,Counterparty 3236
2024-01-15,Project's direct cost:Software expenses,424.61,Transaction 3237,Counterparty 3237
2023-04-30,Stripe Other fees,3013.64,Transaction 3238,Counterparty 3238
2023-01-14,Marketing and sales:Sales software & other services,1061.59,Transaction 3239,Counterparty 3239
2024-04-14,Professional services:Bookkeeping,-2511.87,Transaction 3240,Counterparty 3240
2024-04-01,Bookkeeping (reporting),-3916.97,Transaction 3241,Counterparty 3241
2023-08-14,Growth subscription,2289.36,Transaction 3242,Counterparty 3242
2023-01-08,Retained Earnings,-2543.98,Transaction 3243,Counterparty 3243
2023-09-18,Custom subscription,3070.62,Transaction 3244,Counterparty 3244
2024-03-17,Marketing and sales:Sales bonus,-3588.52,Transaction 3245,Counterparty 3245
2023-02-12,R&D expenses:R&D software & other services,-253.97,Transaction 3246,Counterparty 3246
2024-03-17,Payroll liabilities,-3205.72,Transaction 3247,Counterparty 3247
2023-04-14,Marketing and sales,2269.7,Transaction 3248,Counterparty 3248
2024-01-05,Other Expenses:Social Tax,775.4,Transaction 3249,Counterparty 3249
2024-02-01,Staff expenses:Operational software,-2028.4,Transaction 3250,Counterparty 3250
2023-02-09,Essential subscription,966.43,Transaction 3251,Counterparty 3251
2023-10-04,Marketing and sales:Other marketing expenses,-4790.76,Transaction 3252,Counterparty 3252
2023-08-06,Direct labour,925.37,Transaction 3253,Counterparty 3253
2024-01-05,Other Expenses:Comissions and fees,-4191.4,Transaction 3254,Counterparty 3254
2024-06-11,Interest Expenses,-937.32,Transaction 3255,Counterparty 3255
2023-04-02,R&D expenses,3560.34,Transaction 3256,Counterparty 3256
2023-09-11,Taxes:State Taxes,-4148.17,Transaction 3257,Counterparty 3257
2023-03-29,Receiving & Repayment of loans,3785.96,Transaction 3258,Counterparty 3258
2024-04-18,Stripe Other fees,-495.41,Transaction 3259,Counterparty 3259
2023-07-05,Professional services:Bookkeeping,1416.66,Transaction 3260,Counterparty 3260
2023-09-25,Comissions and fees from sales:Stripe fee,3778.92,Transaction 3261,Counterparty 3261
2023-04-15,Amortisation / Depreciation:Amortisation,2730.44,Transaction 3262,Counterparty 3262
2023-05-15,Staff expenses:Corporate events,-3048.79,Transaction 3263,Counterparty 3263
2023-02-11,Direct labour:Bonuses,-669.59,Transaction 3264,Counterparty 3264
2023-07-06,Cost of sales,-3717.77,Transaction 3265,Counterparty 3265
2024-03-25,Goodwill,-2919.58,Transaction 3266,Counterparty 3266
2023-12-16,Marketing and sales:Sales software & other services,1535.04,Transaction 3267,Counterparty 3267
2023-06-12,Work in process,3458.88,Transaction 3268,Counterparty 3268
2023-06-12,Other Expenses:Social Tax,1190.76,Transaction 3269,Counterparty 3269
2023-12-03,Accrued holiday payable,33.75,Transaction 3270,Counterparty 3270
2023-10-15,Short-Term Investments,3489.67,Transaction 3271,Counterparty 3271
2023-05-19,Other Expenses:PE Tax,4784.0,Transaction 3272,Counterparty 3272
2023-07-21,Undeposited Funds,1905.03,Transaction 3273,Counterparty 3273
2023-05-10,Long-term debt,2531.71,Transaction 3274,Counterparty 3274
2023-01-02,Marketing and sales:Other marketing expenses,4831.73,Transaction 3275,Counterparty 3275
2023-09-04,Marketing and sales:Sales bonus,-4719.31,Transaction 3276,Counterparty 3276
2024-03-02,R&D expenses:R&D team salary,1524.57,Transaction 3277,Counterparty 3277
2023-06-12,Share capital,-1998.95,Transaction 3278,Counterparty 3278
2023-02-17,Direct labour:Bonuses,-1171.49,Transaction 3279,Counterparty 3279
2024-04-22,Billable Expense Income,4520.81,Transaction 3280,Counterparty 3280
2024-03-21,Proceeds from debt,4629.63,Transaction 3281,Counterparty 3281
2023-02-23,Share capital,-4637.08,Transaction 3282,Counterparty 3282
2023-06-26,Staff expenses:Other staff expenses,678.51,Transaction 3283,Counterparty 3283
2023-06-04,Loans to Others,-2481.4,Transaction 3284,Counterparty 3284
2023-09-24,Goodwill,1112.07,Transaction 3285,Counterparty 3285
2023-02-09,Short-term debit,-3972.25,Transaction 3286,Counterparty 3286
2023-05-31,Comissions and fees from sales,-2719.4,Transaction 3287,Counterparty 3287
2023-03-06,Short-Term Investments,124.56,Transaction 3288,Counterparty 3288
2024-03-09,Work in process,3027.25,Transaction 3289,Counterparty 3289
2024-02-13,Taxes:Federal Taxes,3478.93,Transaction 3290,Counterparty 3290
2023-04-15,Billable Expense Income,1862.32,Transaction 3291,Counterparty 3291
2023-11-12,Other Expenses:Comissions and fees,1295.31,Transaction 3292,Counterparty 3292
2024-04-02,Comissions and fees from sales:Stripe fee,-2810.43,Transaction 3293,Counterparty 3293
2024-06-14,Marketing and sales:Marketing software & other services,1062.3,Transaction 3294,Counterparty 3294
2023-04-27,Short-term debit,-2196.59,Transaction 3295,Counterparty 3295
2023-03-31,Goodwill,-1515.1,Transaction 3296,Counterparty 3296
2023-07-01,Taxes:State Taxes,1687.9,Transaction 3297,Counterparty 3297
2023-11-28,Marketing and sales:Other sales expenses,1190.6,Transaction 3298,Counterparty 3298
2024-06-10,Project's direct cost:Software expenses,1688.1,Transaction 3299,Counterparty 3299
2024-03-11,Other Expenses:Social Tax,-4622.79,Transaction 3300,Counterparty 3300
2023-12-21,Direct labour:Project team salary,-781.08,Transaction 3301,Counterparty 3301
2023-06-12,Current portion of long-term debt,-4996.51,Transaction 3302,Counterparty 3302
2023-05-31,Prepaid expenses for projects,-3176.16,Transaction 3303,Counterparty 3303
2023-04-07,Payroll Clearing,-4035.76,Transaction 3304,Counterparty 3304
2023-01-10,Marketing and sales:Sales bonus,4934.81,Transaction 3305,Counterparty 3305
2023-02-19,G&A expenses:Salary G&A,3954.03,Transaction 3306,Counterparty 3306
2023-04-28,G&A expenses:Salary G&A,1128.41,Transaction 3307,Counterparty 3307
2023-04-26,Opening Balance Equity,2144.62,Transaction 3308,Counterparty 3308
2023-08-13,Prepaid expenses for projects,1451.18,Transaction 3309,Counterparty 3309
2023-12-26,Payroll liabilities,-2853.37,Transaction 3310,Counterparty 3310
2024-01-09,Staff expenses:Recruitment software,3124.28,Transaction 3311,Counterparty 3311
2023-12-02,Interest Income,3149.29,Transaction 3312,Counterparty 3312
2024-05-10,Marketing and sales:PR,-3328.74,Transaction 3313,Counterparty 3313
2024-02-17,Share capital,-920.25,Transaction 3314,Counterparty 3314
2023-12-02,Income tax payable,-2170.5,Transaction 3315,Counterparty 3315
2024-01-05,Stripe fees,-124.01,Transaction 3316,Counterparty 3316
2024-02-22,Common stock,4903.22,Transaction 3317,Counterparty 3317
2023-01-26,"Property, plant and equipment",-4906.78,Transaction 3318,Counterparty 3318
2023-07-01,Project's direct cost:Subcontractors,2616.59,Transaction 3319,Counterparty 3319
2023-04-01,Staff expenses:Other staff expenses,-4959.56,Transaction 3320,Counterparty 3320
2023-10-12,"Property, plant and equipment",-2485.76,Transaction 3321,Counterparty 3321
2023-02-06,Bookkeeping (reporting),2441.06,Transaction 3322,Counterparty 3322
2024-02-24,Office expenses,2134.36,Transaction 3323,Counterparty 3323
2024-01-09,Purchase & Sales of intangible assets,-2539.11,Transaction 3324,Counterparty 3324
2023-07-25,Less,2620.9,Transaction 3325,Counterparty 3325
2024-04-18,Undeposited Funds,4417.83,Transaction 3326,Counterparty 3326
2023-01-06,Retained Earnings,1872.95,Transaction 3327,Counterparty 3327
2023-01-30,Marketing and sales:Marketing software & other services,-4553.22,Transaction 3328,Counterparty 3328
2024-04-19,CHASE CHE *8731,1959.48,Transaction 3329,Counterparty 3329
2024-02-01,Retained Earnings,-4827.9,Transaction 3330,Counterparty 3330
2023-09-14,Exchange Gain,-2959.87,Transaction 3331,Counterparty 3331
2023-02-10,Prepaid Income,-2709.39,Transaction 3332,Counterparty 3332
2024-05-23,Mercury Savings *6214,4799.86,Transaction 3333,Counterparty 3333
2024-03-07,Direct labour,-2121.93,Transaction 3334,Counterparty 3334
2023-06-27,Income tax payable,2890.04,Transaction 3335,Counterparty 3335
2023-09-25,Direct labour:Labour tax,3443.21,Transaction 3336,Counterparty 3336
2023-05-05,"Property, plant and equipment",-2126.78,Transaction 3337,Counterparty 3337
2024-04-18,Liabilities related to assets held for sale,-3579.31,Transaction 3338,Counterparty 3338
2023-08-28,Cost of sales,-1454.92,Transaction 3339,Counterparty 3339
2024-02-24,"Marketing and sales:Content creation (newsletters, blog, social media)",-2835.25,Transaction 3340,Counterparty 3340
2024-03-29,Marketing and sales:Sales software & other services,991.8,Transaction 3341,Counterparty 3341
2024-06-06,Short-Term Investments,422.51,Transaction 3342,Counterparty 3342
2024-04-03,Professional services:Financial consultancy,3300.04,Transaction 3343,Counterparty 3343
